CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
34.508.872/0001-87;2023-06-30;1;CRI/CRA;VERT COMPANHIA  SECURITIZADORA;25005683000109;65;1;;;;8048;8281688.57
34.508.872/0001-87;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;5;1;;;;6170;5296969.18
34.508.872/0001-87;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;3;1;;;;7151;7328189.36
34.508.872/0001-87;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;68;;;;22391;15624360.41
34.508.872/0001-87;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S/A;9304427000158;1;343;;;;1723;1798745.39
34.508.923/0001-70;2023-03-31;1;Ações de Sociedades;IPÊ AROEIRA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;26480709000125;;;;;;1;17520278.26
34.508.923/0001-70;2023-03-31;1;Outras Cotas de FI;Bradesco Empresas FIC Referenciado DI;5629904000102;;;;;;129186.9026;876918.03
34.508.923/0001-70;2023-03-31;1;Ações de Sociedades;CI003 Empreendimentos Imob. LTDA;33950518000145;;;;;;2835181;2835181
34.508.923/0001-70;2023-06-30;1;Outras Cotas de FI;Bradesco Empresas FIC Referenciado DI;5629904000102;;;;;;133299.8965;933942.39
34.508.923/0001-70;2023-06-30;1;Ações de Sociedades;IPÊ AROEIRA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;26480709000125;;;;;;1;13011278.26
34.508.923/0001-70;2023-06-30;1;Ações de Sociedades;CI003 Empreendimentos Imob. LTDA;33950518000145;;;;;;1968840.78;1968840.78
34.508.959/0001-54;2023-03-31;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000102;1;236;;;;4782356;5316033.21
34.508.959/0001-54;2023-03-31;1;CRI/CRA;BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;35082277000195;1;10;;;;756;852050.48
34.508.959/0001-54;2023-03-31;1;CRI/CRA;BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;35082277000195;1;10;;;;3000;3381152.71
34.508.959/0001-54;2023-03-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12130744000100;1;698;;;;2364;2382052.69
34.508.959/0001-54;2023-03-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12130744000100;1;715;;;;1141;1063362.24
34.508.959/0001-54;2023-03-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12130744000100;1;697;;;;23300;23992899.83
34.508.959/0001-54;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S/A;9304427000158;1;184;;;;5200;4972398.45
34.508.959/0001-54;2023-03-31;1;CRI/CRA;BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;35082277000195;1;10;;;;1797;2025310.47
34.508.959/0001-54;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;133;;;;11640;13502470.12
34.508.959/0001-54;2023-03-31;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000102;1;337;;;;4850;4768706.99
34.508.959/0001-54;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;51;;;;14000;12226216.97
34.508.959/0001-54;2023-03-31;1;CRI/CRA;BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;35082277000195;1;10;;;;1116;1257788.81
34.508.959/0001-54;2023-03-31;1;CRI/CRA;ORE SECURITIZADORA S.A.;12320349000190;1;39;;;;9156;5251622.78
34.508.959/0001-54;2023-03-31;1;CRI/CRA;BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;35082277000195;1;10;;;;1021;1150718.97
34.508.959/0001-54;2023-03-31;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000102;1;346;;;;8385151;8792312.63
34.508.959/0001-54;2023-03-31;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12130744000100;1;525;;;;644;437938.88
34.508.959/0001-54;2023-03-31;1;Outras Cotas de FI;BRADESCO CORP FIC DE FI RF REFERENCIADO DI FEDERAL EXTRA;5629904000102;;;;;;260833.4668;1775773.17
34.508.959/0001-54;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;296;;;;10486;12899898.75
34.508.959/0001-54;2023-03-31;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000102;1;236;;;;14323000;15921345.82
34.508.959/0001-54;2023-06-30;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;715;;;;7920;7273383.21
34.508.959/0001-54;2023-06-30;1;CRI/CRA;ORE SECURITIZADORA S.A.;12320349000190;1;39;;;;9156;4892585.66
34.508.959/0001-54;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;51;;;;14000;12588011.46
34.508.959/0001-54;2023-06-30;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;697;;;;23300;23162711.53
34.508.959/0001-54;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S/A;9304427000158;1;184;;;;5200;4872943.66
34.508.959/0001-54;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;466;;;;8304;9314968.15
34.508.959/0001-54;2023-06-30;1;Outras Cotas de FI;BRADESCO CORP FIC DE FI RF REFERENCIADO DI FEDERAL EXTRA;5629904000102;;;;;;811921.7363;5690983.38
34.508.959/0001-54;2023-06-30;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;698;;;;2364;2299630.3
34.508.959/0001-54;2023-06-30;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000100;1;346;;;;8385151;8672111.16
34.508.959/0001-54;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S/A;2773542000122;1;296;;;;10486;11995363.17
34.508.959/0001-54;2023-06-30;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000100;1;236;;;;8456318;9423434.7
34.508.959/0001-54;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;133;;;;11640;13220838.72
34.508.959/0001-54;2023-06-30;1;CRI/CRA;TRUE  SECURITIZADORA S/A;12130744000100;1;337;;;;4850;4684735.77
34.508.959/0001-54;2023-06-30;1;CRI/CRA;FORTE SECURITIZADORA S.A.;12979898000170;1;525;;;;644;396108.03
34.509.007/0001-55;2023-06-30;2;Outras Cotas de FI;FIM MASTER;;;;;;;919579.46137584;1214754.44
34.509.007/0001-55;2023-06-30;2;Outras Cotas de FI;FIM MONEY;;;;;;;16708.53661095;20226.12
34.547.078/0001-42;2023-03-31;2;Outras Cotas de FI;BTG PACTUAL TESOURO SELIC FI RF;9215250000113;;;;;;1585826.250579;5940756.33
34.547.078/0001-42;2023-06-30;2;Outras Cotas de FI;BTG PACTUAL TESOURO SELIC FI RF;9215250000113;;;;;;599323.60404;2315278.47
34.691.520/0001-00;2023-03-31;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;379582.3393;22315373.8
34.691.520/0001-00;2023-06-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;255788.8747;15491883.22
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;Mar Fatima Desenvolvimento Imobiliario SPE LTDA;33981901000160;;;;;;55999999;55520526.5
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;Tecainda Empreendimento Imobiliario LTDA;40082571000137;;;;;;72100000;72057582.84
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;Espaco Brigadeiro Empreendimentos Spe Ltda;39456665000140;;;;;;21227480;21045917.61
34.736.474/0001-18;2023-03-31;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;11856.26928;699079.8
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;SW33 Empreendimento Imobiliario SPE LTDA;36620520000144;;;;;;32500950;29441304.86
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;M.A.R. Sintra Desenvolvimento Imobiliario SPE LTDA.;33982412000123;;;;;;13782656;16142389.28
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;Fioretto Empreendimentos Imobiliarios LTDA;28638705000158;;;;;;52400140;52191144.31
34.736.474/0001-18;2023-03-31;1;Ações de Sociedades;JF430 Desenvolvimento Imobiliário LTDA;38132153000165;;;;;;39000100;36242538.53
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;FII RBR DES- SPE JF430;50698742000100;;;;;;39000100;36242538.53
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;MILOS PARTICIPACOES LTDA;29984261000175;;;;;;57677644;57788104.82
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;FIORETTO EMPREENDIMENTOS IMOBILIARIOS LTDA;28638705000158;;;;;;52400140;52191144.31
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;M.A.R. MELBOURNE DESENVOLVIMENTO IMOBILIARIO SPE LTDA;50294871000133;;;;;;24363460;25951697.54
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;SW33 EMPREENDIMENTO IMOBILIARIO SPE LTDA;36620520000144;;;;;;32500950;29441304.86
34.736.474/0001-18;2023-06-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;15927.7077;969402.5
34.736.474/0001-18;2023-06-30;1;Ações de Sociedades;TECAINDA EMPREENDIMENTO IMOBILIARIO LTDA;40082571000137;;;;;;72100000;72057582.84
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11F0039956 - BRAZILIAN SC;3767538000114;1;246;;;;1;650901.85
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11F0034536 - BRAZILIAN SC;3767538000114;1;241;;;;1;679406.11
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11I0019327 - BRAZILIAN SC;3767538000114;1;260;;;;1;1000
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11J0012951 - BRAZILIAN SC;3767538000114;1;262;;;;1;660087.34
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11H0020280 - BRAZILIAN SC;3767538000114;1;254;;;;1;1064998.49
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11C0035214 - BRAZILIAN SC;3767538000114;1;222;;;;1;679738.32
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11K0018243 - BRAZILIAN SC;3767538000114;1;270;;;;1;614588.7
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11L0019395 - BRAZILIAN SC;3767538000114;1;275;;;;1;1126679.37
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11F0039956 - BRAZILIAN SC;3767538000114;1;246;;;;2;1301803.7
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11K0018243 - BRAZILIAN SC;3767538000114;1;270;;;;3;1843766.1
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11C0034567 - BRAZILIAN SC;3767538000114;1;218;;;;1;1273511.41
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11A0027577 - BRAZILIAN SC;3767538000114;1;202;;;;1;588125.68
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11A0022964 - BRAZILIAN SC;3767538000114;1;200;;;;2;167375.86
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_10L0027046 - BRAZILIAN SC;3767538000114;1;195;;;;2;2000
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;2;440219.3
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_10K0024721 - BRAZILIAN SC;3767538000114;1;187;;;;1;87535.85
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11I0017007 - BRAZILIAN SC;3767538000114;1;258;;;;1;1079232.44
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_10I0020235 - BRAZILIAN SC;3767538000114;1;181;;;;10;5254080.25
34.736.510/0001-43;2023-03-31;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;2345.5494;286644.91
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11L0019402 - BRAZILIAN SC;3767538000114;1;277;;;;4;953799.83
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11I0019327 - BRAZILIAN SC;3767538000114;1;260;;;;2;2000
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11A0022964 - BRAZILIAN SC;3767538000114;1;200;;;;1;83687.93
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11C0034300 - BRAZILIAN SC;3767538000114;1;220;;;;1;212651.04
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11D0026636 - BRAZILIAN SC;3767538000114;1;227;;;;1;419064.84
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11J0018310 - BRAZILIAN SC;3767538000114;1;264;;;;1;420468.34
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;1;220109.65
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11E0026005 - BRAZILIAN SC;3767538000114;1;234;;;;1;482223.87
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;3;660328.95
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11F0039678 - BRAZILIAN SC;3767538000114;1;243;;;;1;1180921.13
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_11J0018310 - BRAZILIAN SC;3767538000114;1;264;;;;3;1261405.03
34.736.510/0001-43;2023-03-31;1;CRI/CRA;CRI_10L0027046 - BRAZILIAN SC;3767538000114;1;195;;;;1;1000
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11I0017007 - BRAZILIAN SC;3767538000114;1;258;;;;1;1117613.67
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11F0034536 - BRAZILIAN SC;3767538000114;1;241;;;;1;679406.11
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11D0026636 - BRAZILIAN SC;3767538000114;1;227;;;;1;401376.4
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11C0034567 - BRAZILIAN SC;3767538000114;1;218;;;;1;1273511.41
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;1;220109.65
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11A0022964 - BRAZILIAN SC;3767538000114;1;200;;;;2;167375.86
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11F0039956 - BRAZILIAN SC;3767538000114;1;246;;;;1;650901.85
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11A0027577 - BRAZILIAN SC;3767538000114;1;202;;;;1;529364.92
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_10I0020235 - BRAZILIAN SC;3767538000114;1;181;;;;10;4790518.8
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_10L0027046 - BRAZILIAN SC;3767538000114;1;195;;;;2;2000
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11L0019395 - BRAZILIAN SC;3767538000114;1;275;;;;1;1123590.28
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_10K0024721 - BRAZILIAN SC;3767538000114;1;187;;;;1;87535.85
34.736.510/0001-43;2023-06-30;1;Outras Cotas de FI;ITAÚ CORP FEDERAL PLUS RF CP FICFI;3557198000105;;;;;;6641.72;837467.94
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11A0022964 - BRAZILIAN SC;3767538000114;1;200;;;;1;83687.93
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11I0019327 - BRAZILIAN SC;3767538000114;1;260;;;;1;1000
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_10L0027046 - BRAZILIAN SC;3767538000114;1;195;;;;1;1000
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11H0020280 - BRAZILIAN SC;3767538000114;1;254;;;;1;1064998.49
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11E0026005 - BRAZILIAN SC;3767538000114;1;234;;;;1;456014.53
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11I0019327 - BRAZILIAN SC;3767538000114;1;260;;;;2;2000
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11L0019402 - BRAZILIAN SC;3767538000114;1;277;;;;4;1087102.21
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11F0039956 - BRAZILIAN SC;3767538000114;1;246;;;;2;1301803.7
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;3;660328.95
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11F0039678 - BRAZILIAN SC;3767538000114;1;243;;;;1;1102063.1
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11J0018310 - BRAZILIAN SC;3767538000114;1;264;;;;3;1046544.81
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11J0012951 - BRAZILIAN SC;3767538000114;1;262;;;;1;637683.68
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11J0018310 - BRAZILIAN SC;3767538000114;1;264;;;;1;348848.27
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11K0018243 - BRAZILIAN SC;3767538000114;1;270;;;;1;614588.7
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11C0035214 - BRAZILIAN SC;3767538000114;1;222;;;;1;672560.31
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11H0022435 - BRAZILIAN SC;3767538000114;1;256;;;;2;440219.3
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11C0034300 - BRAZILIAN SC;3767538000114;1;220;;;;1;212651.04
34.736.510/0001-43;2023-06-30;1;CRI/CRA;CRI_11K0018243 - BRAZILIAN SC;3767538000114;1;270;;;;3;1843766.1
34.847.042/0001-84;2023-03-31;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;60568.0121999999;3567570.68
34.847.042/0001-84;2023-06-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;158105.04;9616355.11
34.847.063/0001-08;2023-03-31;1;FII;CORE METROPOLIS FII;38293921000162;;;;;;15600;936000
34.847.063/0001-08;2023-03-31;1;FII;XP Log FII - FII;26502794000185;;;;;;9;849.42
34.847.063/0001-08;2023-03-31;1;FII;FII TORRE ALMIRANTE;7122725000100;;;;;;1143;848163.15
34.847.063/0001-08;2023-03-31;1;FII;POLO CRÉDITO IMOBILIÁRIO - FII;17156502000109;;;;;;10;842
34.847.063/0001-08;2023-03-31;1;FII;FII - FII REC RECEBÍVEIS IMOBILIÁRIOS;28152272000126;;;;;;5;386.25
34.847.063/0001-08;2023-03-31;1;FII;CSHG REAL ESTATE - FII - FII;9072017000129;;;;;;10;1116
34.847.063/0001-08;2023-03-31;1;FII;VALORA HEDGE FUND FII - FII;36771692000119;;;;;;10;91.2
34.847.063/0001-08;2023-03-31;1;FII;BLUEMACAW LOGÍSTICA FII;34081637000171;;;;;;5;300.65
34.847.063/0001-08;2023-03-31;1;FII;FII IRIDIUM RECEBIVEIS IMOBILIARIOS;28830325000110;;;;;;5;402.3
34.847.063/0001-08;2023-03-31;1;FII;JS REAL ESTATE MULTIGESTÃO - FII;13371132000171;;;;;;10;615.2
34.847.063/0001-08;2023-03-31;1;FII;ALIANZA REAL EST FII;22169716000150;;;;;;2506.32465873;1287508.35
34.847.063/0001-08;2023-03-31;1;FII;KINEA SECURITIES FII - FII;35864448000138;;;;;;10;862.3
34.847.063/0001-08;2023-03-31;1;FII;PÁTRIA EDIFÍCIOS CORPORATIVOS FII - FII;30048651000112;;;;;;10;633.5
34.847.063/0001-08;2023-03-31;1;FII;MILETO FII;35704849000120;;;;;;56400;4690748.93
34.847.063/0001-08;2023-03-31;1;FII;CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FII;32065364000146;;;;;;7;738.43
34.847.063/0001-08;2023-03-31;1;FII;FII - FII BTG PACTUAL FUNDO DE CRI;9552812000114;;;;;;90;809.1
34.847.063/0001-08;2023-03-31;1;FII;GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FII;38293897000161;;;;;;21994;1955046.66
34.847.063/0001-08;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;6;2;;;;508;500387.72
34.847.063/0001-08;2023-03-31;1;FII;FII - VBI PRIME PROPERTIES;35652102000176;;;;;;10;895
34.847.063/0001-08;2023-03-31;1;FII;Rio Bravo Renda Residencial FII;36517660000191;;;;;;10;500.1
34.847.063/0001-08;2023-03-31;1;FII;MULTIOFFICES2 FII;31508219000120;;;;;;888;793988.37
34.847.063/0001-08;2023-03-31;1;FII;BTG PACTUAL LOGÍSTICA FII;11839593000109;;;;;;5;472.45
34.847.063/0001-08;2023-03-31;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;08769451000108;4;311;;;;3722;3462147.07
34.847.063/0001-08;2023-03-31;1;FII;AF INVEST CRI FII - RECEBÍVEIS IMOBILIÁRIOS;36642293000158;;;;;;7;648.69
34.847.063/0001-08;2023-03-31;1;FII;XP MALLS FII FII;28757546000100;;;;;;10;954.9
34.847.063/0001-08;2023-03-31;1;FII;FII RBR Crédito Imobiliário Estruturado;30166700000111;;;;;;20388;1975801.08
34.847.063/0001-08;2023-03-31;1;Outras Cotas de FI;ITAU RENDA FIXA REFERENCIADO DI VIP FUNDO DE INVES;05073650000180;;;;;;7834.58;60132.88
34.847.063/0001-08;2023-03-31;1;FII;HEDGE BRASIL SHOPPING FII;8431747000106;;;;;;5243;956323.2
34.847.063/0001-08;2023-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;3845.84;224710.57
34.847.063/0001-08;2023-03-31;1;FII;MORE RECEBÍVEIS IMOBILIÁRIOS FII FII;40102474000169;;;;;;28500;2547900
34.847.063/0001-08;2023-03-31;1;FII;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII;33884145000151;;;;;;5;479.5
34.847.063/0001-08;2023-03-31;1;FII;FII VOTORANTIM LOGÍSTICA;27368600000163;;;;;;10;900
34.847.063/0001-08;2023-03-31;1;FII;FII RIO BRAVO RENDA CORPORATIVA;3683056000186;;;;;;10;1087.9
34.847.063/0001-08;2023-03-31;1;FII;CSHG LOGÍSTICA - FII - FII;11728688000147;;;;;;8170;1311039.9
34.847.063/0001-08;2023-03-31;1;FII;CSHG RENDA URBANA - FII - FII;29641226000153;;;;;;5;576.1
34.847.063/0001-08;2023-03-31;1;FII;HSI LOGÍSTICA FII;32903621000171;;;;;;10;757.6
34.847.063/0001-08;2023-03-31;1;FII;FII SDI RIO BRAVO RENDA LOGÍSTICA - FII;16671412000193;;;;;;10;890
34.847.063/0001-08;2023-03-31;1;FII;QUASAR CRÉDITO IMOBILIÁRIO FII;32400264000129;;;;;;13150;1050027.5
34.847.063/0001-08;2023-03-31;1;FII;FATOR VERITA FII;11664201000100;;;;;;16010;1368214.6
34.847.063/0001-08;2023-03-31;1;CRI/CRA;BARIGUI SECURITIZADORA S.A.;10608405000160;15;1;;;;2022;1999240.22
34.847.063/0001-08;2023-03-31;1;FII;DEVANT PROPERTIES FII;42922127000108;;;;;;1607;66257.31
34.847.063/0001-08;2023-03-31;1;FII;HABITAT RECEBÍVEIS PULVERIZADOS FII;30578417000105;;;;;;6;515.7
34.847.063/0001-08;2023-03-31;1;FII;CSHG RECEBÍVEIS IMOBILIÁRIOS - FII - FII;11160521000122;;;;;;5;514.95
34.847.063/0001-08;2023-03-31;1;FII;FII RBR PROPERTIES - FII;21408063000151;;;;;;10;439.2
34.847.063/0001-08;2023-03-31;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;05902521000158;;;;;;9759.98;57810.43
34.847.063/0001-08;2023-03-31;1;FII;JFL LIVING FII;36501181000187;;;;;;27037;1586801.53
34.847.063/0001-08;2023-03-31;1;FII;DEVANT RECEBÍVEIS IMOBILIÁRIOS FII;37087810000137;;;;;;10;559
34.847.063/0001-08;2023-03-31;1;FII;XP Industrial FII;28516325000140;;;;;;10;687.3
34.847.063/0001-08;2023-03-31;1;FII;VINCI LOGÍSTICA FII - FII;24853044000122;;;;;;10;886.5
34.847.063/0001-08;2023-03-31;1;FII;AUTONOMY EDIFÍCIOS CORPORATIVOS FII - FII;35765826000126;;;;;;5;305
34.847.063/0001-08;2023-03-31;1;FII;FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;29267567000100;;;;;;10;795.1
34.847.063/0001-08;2023-03-31;1;FII;XP CRÉDITO IMOBILIÁRIO - FII;28516301000191;;;;;;6117;505875.9
34.847.063/0001-08;2023-03-31;1;FII;BRESCO LOGÍSTICA FII;20748515000181;;;;;;10;932.3
34.847.063/0001-08;2023-03-31;1;FII;VALORA CRI ÍNDICE DE PREÇO FII - FII;34197811000146;;;;;;7;557.83
34.847.063/0001-08;2023-03-31;1;FII;VBI CONSUMO ESSENCIAL FII;34691520000100;;;;;;5;467.75
34.847.063/0001-08;2023-03-31;1;FII;BANESTES RECEBIVEIS IMOBILIARIOS FII;22219335000138;;;;;;1;77.14
34.847.063/0001-08;2023-03-31;1;FII;SIG CAPITAL RECEBÍVEIS PULVERIZADOS  FII;40011324000140;;;;;;59000;5900000
34.847.063/0001-08;2023-03-31;1;FII;URCA PRIME RENDA FII - FII;34508872000187;;;;;;2;187.6
34.847.063/0001-08;2023-03-31;1;FII;FII TG ATIVO REAL;25032881000153;;;;;;10;1134.5
34.847.063/0001-08;2023-03-31;1;FII;ALIANZA URBAN FII;41076823000188;;;;;;63770.468467;5667777.34
34.847.063/0001-08;2023-03-31;1;FII;PLURAL RECEBÍVEIS IMOBILIÁRIOS FII;32527683000126;;;;;;10;838.2
34.847.063/0001-08;2023-03-31;1;FII;XP PROPERTIES FII - FII;30654849000140;;;;;;5;129.25
34.847.063/0001-08;2023-03-31;1;FII;CAPITÂNIA SECURITIES II FII - FII;18979895000113;;;;;;5;379.35
34.847.063/0001-08;2023-03-31;1;FII;PÁTRIA LOGÍSTICA FII;35754164000199;;;;;;33865;2150427.5
34.847.063/0001-08;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;441;;;;2315;2453278.36
34.847.063/0001-08;2023-03-31;1;FII;HECTARE CE - FII;30248180000196;;;;;;5;294.95
34.847.063/0001-08;2023-03-31;1;Outros Ativos Financeiros;ALIANZA GESTÃO DE RECURSOS LTDA;32006888000166;;;;ALIANZA OFFICES FIM;;4487.689539;4120996.93
34.847.063/0001-08;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;6;1;;;;2563;2579180.12
34.847.063/0001-08;2023-03-31;1;FII;FII RIZA TERRAX;36501128000186;;;;;;10;839.1
34.847.063/0001-08;2023-03-31;1;FII;RB CAPITAL OFFICE INCOME FII;31894369000119;;;;;;9234;233989.56
